abaca abaka
tuner manununig
tuner panunig
tune tunig
tunic tunika
Tunisia Tunisia
Tunis Tunis
turban pugong
turkey pabo
Turkey Turkiya
Turkmenistan Turkmenistan
turmeric luyang-dilaw
turner siyansi
turnip pulang
turnip singkamas
turnip puting
turnip singkamas
turnstile biling-bilingan
turpentine agwaras
turpentine lunay
turquoise turkesa
turtle dove
turtle lapati
turtle pagong
turtle pawikan
tusk pangil
tusk salimao
Tutankhamon Tutankhamun
Tuvalu Tubalu
tuxedo tuksedo
TV TV
twat puke
tweet siyap
tweet sumiyap
tweezers tiyani
twelfth ikalabindalawa
twelfth panlabindalawa
twelve labindalawa
twentieth ikadalawampu
twenty dalawampu
twenty-four beintikuwatro
twenty-one beintyuno
twenty-three beintitres
twenty-two beynte-dos
twenty-two dalawampo
twice makalawa
twig gangaw
twig sangay
twig siit
twilight takip-silim
twine lani
twin kambal
twink Sulyap
twink tarantado
twist balikukuin
twisted balikuko
twisted baluktot
twist ibalikuko
twist magbalikuko
two dalaw
two-dimensional dadalwahing
two-dimensional sukod
two-faced doble-kara
tympanum timpano
type uri
typewriter limbitan
typewriter makinilya
typhoid fever
typhoid tipus
typhoon bagyo
typographical error
typographical limbitning
typographical biso
Tyre Tiro
Uganda Uganda
uh ah
uh eh
Ukraine Ukranya
Ukrainian Ukranyo
ulcer ulsera
ulna butuntakday
ultrasonic lakdawnugin
ultrasound lakdawnugan
umbilical cord
umbilical talimpusod
umbilical pampusod
umbilical pusurin
umbrella payong
unadorned lisding
unaware dinaiino
unaware dinakaiino
unawareness kawalang-ino
unbalanced tuwas
uncertainty dikatiyakan
uncertainty principle
uncertainty simulain
uncertainty ng
uncertainty dikatiyakan
unchristian dibinyagin
unchristian di-Kristiyano
unchristian dimakakristo
uncircumcised supot
uncivilized asal-hayop
undercooked halbos
underdeveloped dipaunlad
underdeveloped malaunlad
underpass daan-silong
undersecretary pangalawang
undersecretary kalihim
understand maintindihan
undetermined ditinakdaan
unemployment kawalang-hanapbuhay
unequal ditumbas
ungrateful burisingkaw
ungrateful busong
unicorn unikornyo
uniform continuity
uniform sanyusing
uniform katuluyan
uniform distribution
uniform sanyusing
uniform pamamahagi
uniformed unipormado
uniformity kasanyusan
uniform maligo
uniform sanyusin
union kaisahan
unisexual sansariin
unit circle
unit isahing
unit bilog
United Arab
United Emirates
United United
United Arab
United Emirates
United Kingdom
United Nagkakaisang
United Kaharian
United Kingdom
United of
United Great
United Britain
United and
United Northern
United Ireland
United United
United Kingdom
United ng
United Gran
United Britanya
United at
United Hilagang
United Ireland
United Nations
United Nangagkakaisang
United Bansa
United Nations
United Samahan
United ng
United mga
United Nagkakaisang
United Bansa
United States
United of
United America
United Estados
United Unidos
United ng
United Amerika
United States
United of
United America
United Nagkakaisang
United Kalupaan
United ng
United Amerika
United States
United of
United America
United Nangagkakaisang
United Banwa
United ng
United Amerika
unit isahin
unit of
unit measure
unit isahin
unit ng
unit sukat
universal sansinukbin
universal set
universal lahatang
universal tangkas
universe sansinukob
universe uniberso
university pamantasan
unnatural dilikas
unroofed papas
unskilled asiwa
unsymmetrical habang
untied hulagpos
upper arm
upper bisig
uppercase kaha-alta
uppercase mayuskula
upper house
upper mataas
upper na
upper kapulungan
uprooted gabot
upside down
upside tumbalik
uptown dulumbalen
uptown dulumbayan
uranium uranyo
Uranus Urano
urban lunsurin
urban panlungsod
urban panlunsod
ureter daang-ihi
urethral ng
urethral ihian
urinal ihian
urinary bladder
urinary pantog
urine ihi
Ursa Major
Ursa Daung-daungan
Ursa Minor
Ursa Osa
Ursa Menor
urticaria tagulabay
Uruguayan Uruguwayo
Uruguay Urugway
useful makabuluhan
useful may
useful bisa
username bansag
usufruct usuprukto
usurer buwayang-lubog
usurer buwaya
usurer sa
usurer katihan
usurious mapamasong
usurpation angka
usurpation paggaga
usurper mangangangka
usurper manggagaga
usury labis
usury na
usury patubo
usury pamamasong
usury pasong
utensil kakamangan
utensil lalanghutan
utilisation sagamit
utilitarianism karahatan
utility dahat
utility function
utility kabisa
utility ng
utility dahat
utility pole
utility poste
U-turn likong
U-turn pabalik
uvula kuntil
uvula tilao
Uzbekistan Usbekistan
vaccine bakuna
vacuole lungkag
vacuum awangin
vacuum distillation
vacuum awanging
vacuum singawkintay
vacuum tube
vacuum awanging
vacuum tubo
vagina daang-bata
vagina kaluban
vagina kiki
vaginal ng
vaginal kaluban
vagina pekpek
vagina puki
vainglory pamansa
valedictorian unang
valedictorian dangal
valence kalwing
Valentine's Day
Valentine's Araw
Valentine's ng
Valentine's mga
Valentine's Puso
valerian baleryana
validity pagkamay-bisa
valkyrie balkirya
valley lambak
value added
value tax
value buwis
value sa
value dagdag
value na
value halaga
value added
value tax
value buwis
value sa
value halagang
value idinagdag
valve balbula
valve palaypay-butas
valve tudlang
vampire bampira
vanadium banadyo
Vandal Bandalo
vandalism bandalismo
vandalism pambababoy
vanilla baynilya
vanishing point
vanishing duyo
vanishing ng
vanishing tanaw
Vanuatu Banwatu
vaporization sasingaw
vapor pressure
vapor singawing
vapor diin
vapor singaw
variable aligan
variable aligin
variable cost
variable aliging
variable halaga
variable star
variable aligang
variable tala
variance alig
variation kaaligan
variegated kabang
variety balaki
varnish alyamas
varnish barnis
vascular plant
vascular dahunan
vas deferens
vas anurang-punlay
vaseline baselina
Vatican Batikano
Vatican City
Vatican Batikano
Vatican City
Vatican Lungsod
Vatican Batikano
veal karning-guya
vector tugano
vegetable gulay
vegetarian hingutan
vegetarianism behetaryanismo
vegetarianism pag-aawoy
vegetarianism panggugulayin
vegetarian kaing-awoy
vegetarian kaing-gulay
vegetarian manggugulayin
vegetation kahalmanan
veil taong
vein balidaluyan
vein bena
veinlet malaugat-ugatan
vein malaugat
vein ugat
vein ugat-anuran
velocity belosidad
velocity hagibis
velocity tulin
vendetta higanti
Venetian blind
Venetian benesyana
Venezuela Benesuwela
Venezuela Beneswela
Venezuelan Benesolano
Venice Benesya
venison karning-usa
Venn diagram
Venn guhiting
Venn Venn
venom kamandag
ventilator bentilador
vent lilong
ventral katiyanan
ventricle silid-tibukan
ventriloquism bentrilokiya
ventriloquist bentrilokwo
venule malaugat-ugatan
Venus Benus
Venus Tanglaw-daga
Venus tanglaw-dagat
veracity katotohanan
verb pandiwa
verdigris taeng-tanso
verdigris taing-tanso
vermiform appendix
vermiform malabulating
vermiform hugpong
vermouth bermut
vertebra gulugod
vertebral column
vertebral bangananan
vertebral column
vertebral guluguran
vertex bagtasan
vertex tuktok
vertical tayo
vertigo lula
very sobra
very sobrang
very talaga
very talagang
Vesak Araw
Vesak Ni
Vesak Buddha
vestige dasto
veterinarian manggagamot-hayop
veterinary medicine
veterinary palagamutang-hayop
veto angsol
Viagra Bayagra
vial redoma
vibration kinig
vibration panginginig
vibrator pambayok
vibrograph kinigsulat
vibroscope kinigsipat
vicar bikaryo
vice chairman
vice pangalawang
vice tagapangulo
vicenarian dalawampuin
vice president
vice puli-pangulo
viceroy birey
victim gihod
victorious matagumpay
victory tagumpay
Vientiane Vientiane
Vietnam Byetnam
village nayon
vinaigrette binagreta
vindicate linisin
vindicate ang
vindicate pangalan
vine baging
vinegar binagre
vinegar suka
vineyard binya
vineyard ubasan
viola biyola
violence karahasan
violet aleli
violet biyoleta
violet kulay-ubi
violet ubi
violin biyolin
viper ulupong
virgin forest
virgin lantay
virgin na
virgin gubat
virgin forest
virgin lubwagan
virgin putli
Virgo Dalaga
virility bulog
virility lakas-lalaki
virology birolohiya
virus birus
virus haykap
virus salot
visa bisa
Visayan Bisaya
Visayas Kabisayaan
viscera lamanloob
viscosity lapuyot
viscount biskonde
viscountess biskondesa
viscous malapuyot
Vishnu Vishnu
visible light
visible tahaw
visible na
visible suga
visible nakikita
visible tahaw
Visigoth Bisigodo
visitor panauhin
visor bisera
visual tanawin
vitamin siglamin
vocabulary sansalitaan
vocabulary talasalitaan
vocal cords
vocal tinigang-bagting
vocal maabla
vocal pantinig
vocal ukol
vocal sa
vocal tinig
vociferousness katalawtawan
vodka bodka
voice boses
void walang-bisa
void waling-bisa
volcano bulkan
volleyball balibol
volleyball volleyball
voltage boltahe
volt bolt
volt boltiyo
volume buok
voluntary pakusa
voracity siba
voyeur mamboboso
vulture buwitre
vulva bulba
vulva kiki
vulva pekpek
wager taya
wage sahod
wage suweldo
wainscot arimadilyo
waist baywang
waiver panalikod
wake up
wake gising
Wales Gales
walk ilakad
walking stick
walking tungkod
walk lakad
walk lakaran
walk lakarin
walk maglakad
walk nilakad
walk paglakad
walk parada
wallaby walabi
wall dinding
wallet pitaka
wall pad
wall r
walls have
walls ears
walls may
walls tenga
walls ang
walls dingding
walnut nogales
walrus morsa
want magustohan
wapiti wapiti
war digmaan
warehouse pintungan
war gera
war gyera
warm front
warm unhang
warm mabanas
warn babalaan
warning babala
warn ipababala
warrior mandirigma
warship bapor-pandigma
wart butig
war tikam
wart kulugo
wasabi wasabi
Washington D
Washington C
Washington Washington
Washington D
Washington C
Washington Washington
wasp putakti
watchmaker relohero
watch orasan
watch relos
watchtower atalaya
watchtower banayaban
water bantuan
water buffalo
water kalabaw
water caltrop
water apulid
water chestnut
water apulid
watercolour akwarela
watercolour tinutubigang
watercolour pangulay
waterfall talon
watering can
watering pandilig
water lumuha
water magbanto
water magdilig
water magkatubig
water maglaway
water magluha
water magpainom
water magpaluha
water magtubig
water mapaluha
watermark piligrana
watermelon pakwan
water painumin
water paluhain
water papaglawayin
water spinach
water kangkong
waterway alulusan
water wheel
water lagumba
wattage batyahe
wave alon
wave alun-alon
wave ikampay
wave ikaway
wave iwagayway
wave kawayan
wave kulutan
wave kulutin
wave kumampay
wave kumaway
wavelength habang-alon
wavelength libuyhaba
wave liboy
wave lundo
wave lundu-lundo
wave magkulot
wave magwagayway
wax apple
wax makopa
way too
way sobra
way too
way sobrang
way too
way talaga
way too
way talagang
weak matabang
weariness pagod
weasel mustela
weathercock banoglawin
weathercock girimpula
weathercock pabiling
weather forecast
weather panhuning
weather hulaysay
weathering sapanhon
weather klima
weather panahon
weave lala
weaver tagahabi
web browser
web panginain
weber weber
web page
web dahong
web sapot
web page
web pahinang
web sapot
website pook-sapot
wedding dress
wedding damit-pangkasal
Wednesday miyerkules
Wednesday Miyerkules
weed damo
weed gamasin
weed hilamon
weed lamon
week linggo
weekly lingguhan
week semana
weep lumuha
weep umiyak
weight bigat
weighted mean
weighted binigatang
weighted tamtaman
welcome mabuhay
welcome Mabuhay
welcome maligayang
welcome pagdating
welfare kagalingan
well aba
well-to-do mariwasa
Welsh Gales
wen butlig
West Bank
West Kanlurang
West Pampang
west kanluran
wet basa
wet nurse
wet mamay
wet nurse
wet sisiwa
whale balyena
whale shark
whale butanding
whale shark
whale isdantuko
whale tandayag
what alin
what ano
what ha
what is
what that
what ano
what iyan
what is
what that
what ano
what iyon
what is
what that
what ano
what 'yun
what is
what your
what name
what anong
what pangalan
what mo
what is
what your
what name
what ano
what po
what ang
what pangalan
what nila
what number
what pang-ilan
whatth ikailan
whatth pang-ilan
what time
what is
what it
what anong
what oras
what na
what time
what is
what it
what anong
what oras
what na
what po
wheat trigo
wheelbarrow bitlag
wheel gulong
wheeze agahas
wheeze umagahas
when Hell
when freezes
when over
when kapag
when nagyelo
when ang
when impiyerno
when kailan
when kapag
when kung
when kailan
when pagka-
when pigs
when fly
when sa
when pag-itim
when ng
when tagak
when pigs
when fly
when sa
when pagputi
when ng
when uwak
where are
where you
where from
where saan
where ka
where nagmula
where are
where you
where from
where saan
where ka
where nanggaling
where kinaroroonan
where kung
where saan
where saan
whetstone bugaan
whetstone kamanga
whip latiko
whipped cream
whipped wip
whipped krim
whirlwind buhawi
whirlwind ipu-ipo
whiskey wiski
whistle pito
whistle sipol
white blood
white cell
white puting
white sihay-dugo
whitener pampaputi
white pepper
white pamintang
white puti
white puti
white puti
white ng
white itlog
white putiq
White Sea
White Dagat
White Puti
whitewash apog
whitewash na
whitewash pampinta
white wine
white bino-blangko
white wine
white puting
white bino
wholesale pakyaw
wholesale pamamakyaw
whooping cough
whooping tosperina
whooping cough
whooping ubong-dalahit
who sino
why bakit
wide malapad
width lapad
wife babaeng
wife asawa
wife esposa
Wikipedia Wikipedia
wiki wiki
wild boar
wild baboy-ramo
wildlife buhay-ilang
wild ligaw
wild mailap
wild maliyap
willing mayloob
willingness pagkamayloob
willow sawse
wimp mahiyain
winch biling-bilingan
wind hangin
winding liko-liko
wind instrument
wind ihipang
wind panugtog
windlass biling-bilingan
windmill gilingang-hangin
windmill mulino
window bintana
window durungawan
windowpane salamin
windowpane ng
windowpane bintana
wine alak
wine bino
winged bean
winged kalamismis
winged bean
winged sigarilyas
wing pakpak
wink pagkindat
winner nagtagumpay
winter melon
winter kundol
winter taglamig
wire gauze
wire kawad-lambat
wireless awangkawad
wireless network
wireless awangkawad
wireless na
wireless kabalagan
wireless network
wireless walang-kawad
wireless na
wireless kabalagan
wireless walang-kawad
wisdom tooth
wisdom bagang-bait
wisdom tooth
wisdom ngipin
wisdom ng
wisdom karunungan
wise marunong
witch doctor
witch albularyo
witch mananagisama
witch mangkukulam
with respect
with to
with tungod
with sa
wizard asbang
wolf lobo
woman babae
womanizer babaero
womb bahay-bata
womb matris
womb sinapupunan
womb utero
wood kahoy
woodland kakahuyan
woodpecker tariktik
wooer manliligaw
wool lana
Worcestershire sauce
Worcestershire sarsa
Worcestershire pikante
word count
word bilang
word ng
word salita
workbook gawaang
workbook aklat
worker manggagawa
workers of
workers the
workers world
workers unite
workers mga
workers manggagawa
workers ng
workers daigdig
workers magkaisa
worker trabahador
work himo
work isi
work trabaho
World Bank
World Bangkong
World Pandaigdig
world Daigdig
world mundo
world sandaigdigan
World Trade
World Organization
World Kapisanan
World ng
World Pandaigdigang
World Kalakalan
world war
world digmaang
world pandaigdig
worldwide pandaigdig
worldwide sandaigdigin
World Wide
World Web
World pandaigdigang-sapot
World Wide
World Web
World sapot
wormwood ahenho
worry mag-alala
wound sugat
woven lala
wrasse maming
wrench birador
wrestler mambubuno
wrestling buno
wrestling pagbubuno
wrist galanggalangan
write isulat
writer manunulat
write sumulat
writing panulatan
WTF puta
WTF ano
x-axis taluhog-x
xerophyte halamang
xerophyte tuyuin
X-ray rayos-ekis
X-ray rayos-ekisin
xylem danumdaluyan
xylophone silopono
yacht yate
yak yak
yam tugi
yangmei sampoy
yangmei sampuy
yangmei tsampoy
Yangon Rangg
Yangon n
Yangon Rangy
Yangon n
yardlong bean
yardlong sitaw
yardstick pangyarda
yard yarda
yarmulke kipa
y-axis taluhog-y
yearbook taunang
yearbook aklat
year taon
yeast bubod
yeast lebadura
yeast pamuklad
yellow dilaw
yellowfin tuna
yellowfin tambakol
Yellow Sea
Yellow Dagat
Yellow Dilaw
Yemen Yemen
yen yen
yes oo
yes opo
yesterday kahpon
yew teho
yield maghatag
ylang ylang
ylang alangilan
ylang ylang
ylang ilang-ilang
yoga yoga
